rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,policy_lane,diff_readiness_status,projected_refresh_date,state_observation_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,human_review_required_count,no_change_expected_count,stale_by_refresh_count,auto_classifiable_transition_count,fresh_observation_required_count,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,evidence_json
training_transition_plan_rollup_2dbace0ea15af3b660bf,program,Obstetrics and Gynecology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Obstetrics and Gynecology Residency,US_GME_RESIDENCY_4Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,32,32,1,24,8,0,0,0,32,32,32,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 32}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 32}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 24, ""deterministic_expected_completion"": 8}, ""role_counts"": {""resident"": 32}, ""trainee_category_counts"": {""resident"": 32}}"
training_transition_plan_rollup_9b1877efcc4830336aa2,program,Oncologic Imaging Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Oncologic Imaging Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_9f9b1c1350c1993a20a1,program,Ophthalmology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Ophthalmology Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,10,10,1,0,0,10,0,0,10,0,10,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 10}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 10}, ""policy_lane_counts"": {""source_refresh_required"": 10}, ""role_counts"": {""fellow"": 10}, ""trainee_category_counts"": {""fellow"": 10}}"
training_transition_plan_rollup_1757a9c5764bf391f713,program,Ophthalmology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Ophthalmology Residency,US_GME_RESIDENCY_5Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,20,20,1,5,0,15,0,0,20,5,20,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 5, ""diff_source_refresh_bound"": 15}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 20}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 5, ""source_refresh_required"": 15}, ""role_counts"": {""resident"": 20}, ""trainee_category_counts"": {""resident"": 20}}"
training_transition_plan_rollup_842e045cb7304c7694f7,program,Oral Medicine Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Oral Medicine Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,8,8,1,0,0,8,0,0,8,0,8,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 8}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 8}, ""policy_lane_counts"": {""source_refresh_required"": 8}, ""role_counts"": {""resident"": 8}, ""trainee_category_counts"": {""resident"": 8}}"
training_transition_plan_rollup_affa09902be14560f9f1,program,Orthopedic Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Orthopedic Surgery Residency,US_GME_RESIDENCY_5Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,40,40,1,31,7,2,0,0,40,38,40,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 38, ""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 40}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 31, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 2}, ""role_counts"": {""resident"": 40}, ""trainee_category_counts"": {""resident"": 40}}"
training_transition_plan_rollup_dc760f670f1792cb7e67,program,Otorhinolaryngology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Otorhinolaryngology Residency,US_GME_RESIDENCY_5Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,31,31,1,26,5,0,0,0,31,31,31,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 31}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 31}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 26, ""deterministic_expected_completion"": 5}, ""role_counts"": {""resident"": 31}, ""trainee_category_counts"": {""resident"": 31}}"
training_transition_plan_rollup_81628dccef89dd1ff15b,program,Pathology - Anatomic and Clinical Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Pathology - Anatomic and Clinical Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,manual_review_required,diff_review_bound,2027-08-15,44,44,1,0,0,0,44,0,44,0,44,manual_review_required,diff_review_bound,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_review_bound"": 44}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 44}, ""policy_lane_counts"": {""manual_review_required"": 44}, ""role_counts"": {""resident"": 44}, ""trainee_category_counts"": {""resident"": 44}}"
training_transition_plan_rollup_e8a9cd7b07149a1eaa93,program,Penn-CHOP Internal Medicine-Pediatrics Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Penn-CHOP Internal Medicine-Pediatrics Residency,US_GME_RESIDENCY_4Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,38,25,1,30,7,1,0,0,38,37,38,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 37, ""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 38}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 30, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 1}, ""role_counts"": {""resident"": 38}, ""trainee_category_counts"": {""resident"": 38}}"
training_transition_plan_rollup_74439a983569ecae37bf,program,Physical Medicine and Rehabilitation Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Physical Medicine and Rehabilitation Residency,US_GME_RESIDENCY_4Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,22,22,1,16,3,3,0,0,22,19,22,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 19, ""diff_source_refresh_bound"": 3}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 22}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 3, ""source_refresh_required"": 3}, ""role_counts"": {""resident"": 22}, ""trainee_category_counts"": {""resident"": 22}}"
training_transition_plan_rollup_ef10e122a554347d2666,program,Plastic Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Plastic Surgery Residency,US_GME_RESIDENCY_6Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,22,22,1,17,3,2,0,0,22,20,22,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 20, ""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_6Y"": 22}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 17, ""deterministic_expected_completion"": 3, ""source_refresh_required"": 2}, ""role_counts"": {""resident"": 22}, ""trainee_category_counts"": {""resident"": 22}}"
training_transition_plan_rollup_b4673dd11c4a2aac255d,program,Podiatric Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Podiatric Surgery Residency,US_GME_RESIDENCY_4Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,16,16,1,12,4,0,0,0,16,16,16,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 16}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 16}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 12, ""deterministic_expected_completion"": 4}, ""role_counts"": {""resident"": 16}, ""trainee_category_counts"": {""resident"": 16}}"
training_transition_plan_rollup_074da8b56cd8ac8b107b,program,Psychiatry Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Psychiatry Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,manual_review_required,diff_review_bound,2027-08-15,52,52,1,0,0,0,52,0,52,0,52,manual_review_required,diff_review_bound,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_review_bound"": 52}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 52}, ""policy_lane_counts"": {""manual_review_required"": 52}, ""role_counts"": {""resident"": 52}, ""trainee_category_counts"": {""resident"": 52}}"
training_transition_plan_rollup_142e1cbdfbc393ea3fa8,program,Pulmonary and Critical Care Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Pulmonary and Critical Care Fellowship,US_GME_FELLOWSHIP_3Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,34,34,1,16,9,3,6,0,34,25,34,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 25, ""diff_review_bound"": 6, ""diff_source_refresh_bound"": 3}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 34}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 9, ""manual_review_required"": 6, ""source_refresh_required"": 3}, ""role_counts"": {""fellow"": 34}, ""trainee_category_counts"": {""fellow"": 34}}"
training_transition_plan_rollup_8147dd59eb6c4e9b7604,program,Radiation Oncology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Radiation Oncology Residency,US_GME_RESIDENCY_5Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,17,17,1,0,0,17,0,0,17,0,17,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 17}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 17}, ""policy_lane_counts"": {""source_refresh_required"": 17}, ""role_counts"": {""resident"": 17}, ""trainee_category_counts"": {""resident"": 17}}"
training_transition_plan_rollup_f561c508d7332df0a92f,program,Reproductive Endocrinology and Infertility Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Reproductive Endocrinology and Infertility Fellowship,US_GME_FELLOWSHIP_2Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,6,6,1,2,2,0,2,0,6,4,6,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 4, ""diff_review_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 6}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 2, ""deterministic_expected_completion"": 2, ""manual_review_required"": 2}, ""role_counts"": {""fellow"": 6}, ""trainee_category_counts"": {""fellow"": 6}}"
training_transition_plan_rollup_e1b497b84d25539e2117,program,Rheumatology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Rheumatology Fellowship,US_GME_FELLOWSHIP_2Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,15,15,1,5,5,4,1,0,15,10,15,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 10, ""diff_review_bound"": 1, ""diff_source_refresh_bound"": 4}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 15}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 5, ""deterministic_expected_completion"": 5, ""manual_review_required"": 1, ""source_refresh_required"": 4}, ""role_counts"": {""fellow"": 15}, ""trainee_category_counts"": {""fellow"": 15}}"
training_transition_plan_rollup_ea77cb7da8ca01e4adbd,program,Rhinology and Skull Base Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Rhinology and Skull Base Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
