rollup_key,rollup_scope,rollup_value,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,state_observation_count,person_count,program_count,annual_clock_count,expected_advancement_count,expected_completion_count,source_refresh_required_count,human_review_required_count,stale_by_refresh_count,unexpected_absence_review_count,deterministic_transition_count,source_bound_transition_count,review_bound_transition_count,assurance_status,diff_readiness_status,stale_information_policy,recommended_operator_action,evidence_json
lifecycle_assurance_47235e2f0a5791421c1e,program,Sleep Medicine and Surgery Fellowship,,,Sleep Medicine and Surgery Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_cea89ee6e0798fa5acc1,program,Soft Tissue/Bone Pathology Fellowship,,,Soft Tissue/Bone Pathology Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_cd4f0aef9c0576689d9e,program,Spine Fellowship,,,Spine Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_cf8207d0e644401069ab,program,Sports Medicine Fellowship,,,Sports Medicine Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_87945fe4a5ea5bb286be,program,Surgical Pathology Fellowship,,,Surgical Pathology Fellowship,,2027-08-15,6,6,1,0,0,0,6,0,6,0,0,6,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 6}, ""dominant_role_counts"": {""fellow"": 6}, ""dominant_trainee_category_counts"": {""fellow"": 6}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 6}, ""readiness_status_counts"": {""source_refresh_required_window"": 6}}"
lifecycle_assurance_89dbbb67258f961dfd10,program,Thoracic Surgery - Thoracic Track Fellowship,,,Thoracic Surgery - Thoracic Track Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_bd3b7423a9c0b45f3af9,program,Thoracic Surgery Fellowship - Cardiac Track,,,Thoracic Surgery Fellowship - Cardiac Track,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_f041076eeea6d9006bbd,program,Transfusion Medicine/Blood Bank Fellowship,,,Transfusion Medicine/Blood Bank Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_9309d37c4ecfffe019e3,program,Transplant Surgery Fellowship,,,Transplant Surgery Fellowship,,2027-08-15,3,3,1,0,0,0,3,0,3,0,0,3,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 3}, ""dominant_role_counts"": {""fellow"": 3}, ""dominant_trainee_category_counts"": {""fellow"": 3}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 3}, ""readiness_status_counts"": {""source_refresh_required_window"": 3}}"
lifecycle_assurance_84f0fdd915cc04a0f917,program,Trauma and Surgical Critical Care Fellowship,,,Trauma and Surgical Critical Care Fellowship,,2027-08-15,12,12,1,0,0,0,12,0,12,0,0,12,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 12}, ""dominant_role_counts"": {""fellow"": 12}, ""dominant_trainee_category_counts"": {""fellow"": 12}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 12}, ""readiness_status_counts"": {""source_refresh_required_window"": 12}}"
lifecycle_assurance_24df233046770c9730ce,program,Urogynecology and Reconstructive Pelvic Surgery Fellowship,,,Urogynecology and Reconstructive Pelvic Surgery Fellowship,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_cc231127ff14c0524fed,program,Urology Residency,,,Urology Residency,,2027-08-15,22,22,1,21,17,4,1,0,22,17,21,1,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 22}, ""dominant_role_counts"": {""resident"": 22}, ""dominant_trainee_category_counts"": {""resident"": 22}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1, ""expected_absence_after_completion"": 4, ""unexpected_absence_review"": 17}, ""readiness_status_counts"": {""expected_advancement_window"": 17, ""expected_completion_window"": 4, ""source_refresh_required_window"": 1}}"
lifecycle_assurance_91f14c7d752b68406dce,program,Vascular Surgery Fellowship,,,Vascular Surgery Fellowship,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_de24ad9301bab52ac69d,program,Vascular Surgery Integrated Residency,,,Vascular Surgery Integrated Residency,,2027-08-15,9,9,1,9,8,1,0,0,9,8,9,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 9}, ""dominant_role_counts"": {""resident"": 9}, ""dominant_trainee_category_counts"": {""resident"": 9}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 1, ""unexpected_absence_review"": 8}, ""readiness_status_counts"": {""expected_advancement_window"": 8, ""expected_completion_window"": 1}}"
lifecycle_assurance_1eabafb4042a63f57f9b,program_role,ABR Alternate Pathway to Certification::fellow,fellow,,ABR Alternate Pathway to Certification,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_6258d331f02ae2ac01e7,program_role,Abdominal Imaging Fellowship::fellow,fellow,,Abdominal Imaging Fellowship,,2027-08-15,9,9,1,0,0,0,9,0,9,0,0,9,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 9}, ""dominant_role_counts"": {""fellow"": 9}, ""dominant_trainee_category_counts"": {""fellow"": 9}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 9}, ""readiness_status_counts"": {""source_refresh_required_window"": 9}}"
lifecycle_assurance_3a5fd7d2b577586bd3fe,program_role,Adult Congenital Heart Disease Fellowship::fellow,fellow,,Adult Congenital Heart Disease Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_b41fdd96dcc6a2a9323b,program_role,Adult Reconstructive Orthopedics Fellowship::fellow,fellow,,Adult Reconstructive Orthopedics Fellowship,,2027-08-15,3,3,1,0,0,0,3,0,3,0,0,3,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 3}, ""dominant_role_counts"": {""fellow"": 3}, ""dominant_trainee_category_counts"": {""fellow"": 3}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 3}, ""readiness_status_counts"": {""source_refresh_required_window"": 3}}"
lifecycle_assurance_639e66d3c47e2fa05249,program_role,Advanced Gastroenterology and Hepatology Fellowship::fellow,fellow,,Advanced Gastroenterology and Hepatology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_1b8986632bd824c54d5b,program_role,Advanced Heart Failure Transplant Cardiology Fellowship::fellow,fellow,,Advanced Heart Failure Transplant Cardiology Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_16836030025ca1740795,program_role,Advanced Musculoskeletal Fellowship::fellow,fellow,,Advanced Musculoskeletal Fellowship,,2027-08-15,3,3,1,0,0,0,3,0,3,0,0,3,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 3}, ""dominant_role_counts"": {""fellow"": 3}, ""dominant_trainee_category_counts"": {""fellow"": 3}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 3}, ""readiness_status_counts"": {""source_refresh_required_window"": 3}}"
